Minisector,VER,HAM,Fastest
0,274.17855173894736,264.72300352016845,VER
1,298.22409481752385,282.2109843530159,VER
2,309.52695145016145,282.5801551539145,VER
3,127.64467644138072,127.0925864930773,VER
4,201.82562837163536,194.55049221016722,VER
5,260.0715422861153,253.8761566888889,VER
6,137.56417266793653,137.36148228914195,VER
7,204.5589937263746,200.35506285073595,VER
8,254.84645155860798,256.37709175017545,HAM
9,276.8245794323062,276.81048587555557,VER
10,226.52036228122842,229.0307597303412,HAM
11,175.68109730925013,174.7145147471746,VER
12,189.67074274873718,176.8187706131966,VER
13,136.3502193040523,141.04426371285714,HAM
14,163.7004374804489,170.77239001128171,HAM
15,154.02624923530544,157.81473308207407,HAM
16,212.7350431041773,218.0214455990443,HAM
17,227.30874937959334,227.34453304836114,HAM
18,233.73978567409884,232.465179078557,VER
19,238.41252091657142,231.55618503931365,VER
20,140.9535766857383,149.22940772212885,HAM
21,133.42293637153247,132.93538439120758,VER
22,152.772070708763,168.23140480350582,HAM
23,144.1936539055376,152.30131582696296,HAM
24,222.68196123784128,227.74335199805347,HAM
