Minisector,LEC,OCO,Fastest
0,290.3844357527841,286.12246464199484,LEC
1,144.64473335025906,148.91951473511048,OCO
2,227.21093906532468,221.2688822283015,LEC
3,285.8270212795601,280.2222403743723,LEC
4,323.9042345084807,314.0481931282152,LEC
5,309.9279657212121,297.31305401065566,LEC
6,150.06175224990093,148.4383530347903,LEC
7,245.89711528463306,257.1365762836006,OCO
8,108.934485176865,116.27488709521798,OCO
9,174.08665910164376,162.93760155693948,LEC
10,278.97860224444446,276.2255966932275,LEC
11,301.48736281998936,302.8115172342857,OCO
12,204.44467097791082,207.44788148875256,OCO
13,172.59350037191734,171.6513140291847,LEC
14,281.3932369748623,280.9509016342857,LEC
15,312.6948468256992,314.0710205141139,OCO
16,327.76952377720056,330.0467502503294,OCO
17,337.18636162590474,338.1744809001146,OCO
18,349.34803939047623,341.6016356780247,LEC
19,351.0091911529412,342.70178815111115,LEC
20,196.36895327780024,195.82312953314616,LEC
21,181.97314808127905,178.00986059192303,LEC
22,280.6893180360741,282.91960562285715,OCO
23,313.6434757879042,315.7316237805501,OCO
24,324.3926438372063,329.48081380788443,OCO
25,,331.01176470588234,OCO
