Minisector,LEC,OCO,Fastest
0,273.63360506896333,270.7267830207035,LEC
1,299.35026004086575,304.29943250735926,OCO
2,313.10221886058366,322.1000784271429,OCO
3,322.0975001884444,334.8036582452572,OCO
4,325.54702395646257,344.8708332952381,OCO
5,324.4665909697048,345.4973625951649,OCO
6,184.09583805938595,217.2759131321654,OCO
7,103.80161417814442,99.51305963049298,LEC
8,181.24917674026668,179.74585323878097,LEC
9,258.9766765792579,253.03356523047617,LEC
10,288.9026840407843,290.8758266115014,OCO
11,174.2477313006073,159.3137551192381,LEC
12,91.22739408333771,94.12460541940968,OCO
13,108.07080299831772,112.39197215222502,OCO
14,214.13773901588092,209.28267026262628,LEC
15,178.91205101136288,182.9448275292612,OCO
16,218.50290520618094,222.99219640242424,OCO
17,175.42094107133642,164.76965321824488,LEC
18,234.39678801283026,228.79692843631747,LEC
19,275.4440362066007,273.2732522647769,LEC
20,249.92297339221727,241.00091707654323,LEC
21,144.66920075988796,142.89272165299698,LEC
22,95.76626546231851,93.04747958125252,LEC
23,122.64272144629336,116.75107068487804,LEC
24,227.0468225511846,217.05542218170822,LEC
