Minisector,RUS,OCO,Fastest
0,290.2706583970441,287.9617561362963,RUS
1,301.2601040281437,297.3317227670588,RUS
2,304.2790849673203,302.2745580958337,RUS
3,300.88038352791784,297.44718467111113,RUS
4,169.00812278709654,166.67657229786496,RUS
5,207.86217027849096,204.85580417168254,RUS
6,236.12188330675173,238.40173980120605,OCO
7,266.04331759382677,266.7879963530159,OCO
8,250.68361293762518,251.49273367563637,OCO
9,159.52494523656085,158.47740526301587,RUS
10,221.90852330588888,227.44858898020703,OCO
11,123.29342497331731,127.14315304963785,OCO
12,224.2131897203326,223.36287057502003,RUS
13,173.51461520088998,172.28187722071428,RUS
14,210.8742365739473,209.32989249514043,RUS
15,242.6610235041512,237.6968749726316,RUS
16,263.47779040404043,260.29310725852525,RUS
17,289.0611301431762,282.11190535687973,RUS
18,153.44754297060342,148.0822208609186,RUS
19,163.21910001255267,160.1746506152122,RUS
20,132.6072344871721,135.92323907807042,OCO
21,226.83558093210925,227.83088949664597,OCO
22,266.2538609625397,258.2554793548991,RUS
23,253.50515909079073,245.83418178616643,RUS
24,275.7544668994668,270.67717302375667,RUS
25,,280.8291658666667,OCO
