Minisector,VER,OCO,Fastest
0,286.9958332121212,290.7130440811594,OCO
1,306.61135237238994,312.2587502095238,OCO
2,305.00749984,309.34874858666666,OCO
3,185.89131353490183,174.94002740180088,VER
4,220.6122469518622,219.53829340598284,VER
5,207.86724097471264,197.20360816190475,VER
6,193.40946958267247,182.2347939128947,VER
7,213.9219069020408,214.36508619770115,OCO
8,258.99289366863593,258.93992206492163,VER
9,266.50790690585836,257.87067488198295,VER
10,179.11110479051817,166.1003358990991,VER
11,240.8908154962266,241.86514780680403,OCO
12,116.99929565528255,116.1463696515066,VER
13,231.25773924797178,235.38432115106227,OCO
14,277.8720246948836,280.9108661025799,OCO
15,284.56639561558444,290.77721124716555,OCO
16,205.652049000183,196.81773616229708,VER
17,184.1137871182665,183.9498203740675,VER
18,269.96556849392994,274.1936343924092,OCO
19,295.9234129995465,303.5267852952381,OCO
20,308.4617104627515,316.0425809225198,OCO
21,309.20124976,315.82802108,OCO
22,269.8086032945746,248.57819047542685,VER
23,121.31068436613765,117.58233210318649,VER
24,244.05487955493737,247.00681944685715,OCO
25,275.0750016,,VER
