Minisector,RUS,OCO,Fastest
0,293.03773014909234,290.74730835333503,RUS
1,177.8350830121088,163.98589312178245,RUS
2,164.78625848679883,170.62114317820004,OCO
3,248.7274266548588,251.9112132040917,OCO
4,288.4402577371428,283.0496469181103,RUS
5,256.53286505886695,241.58923437249496,RUS
6,219.8995315353091,225.7357547144476,OCO
7,152.1834351823085,150.7403622680974,RUS
8,215.611123087948,222.50483408023086,OCO
9,275.73043020533333,280.5285767975588,OCO
10,300.2921968872727,301.1875540297143,OCO
11,310.6541896510242,311.7413716488889,OCO
12,315.603437392,316.36425559673165,OCO
13,316.5391055455678,313.44321183492065,RUS
14,118.40199560462094,131.5354260731672,OCO
15,117.04308661101972,118.63257734076336,OCO
16,103.6329125930191,96.74961208210968,RUS
17,235.2636232255446,226.613288501887,RUS
18,285.9199727348458,283.56831587845807,RUS
19,309.2464557430917,308.38137103220384,RUS
20,319.7367487931066,319.133236535818,RUS
21,325.0992894373895,322.70534500426487,RUS
22,126.80252008784315,121.99096732310306,RUS
23,203.10108911433284,193.72110514782773,RUS
24,266.3412229280331,270.0884216745743,OCO
25,284.3375008,286.02569520000003,OCO
