Minisector,PER,SAI,Fastest
0,290.70773720474307,290.17154087778204,PER
1,168.7522717838471,164.92002543300686,PER
2,169.4308009056956,166.15213430211546,PER
3,253.06197973190805,250.5637775304983,PER
4,288.88089034825975,283.43603818781213,PER
5,255.3402443894346,241.7346360307046,PER
6,227.22957825800864,216.8979886295619,PER
7,153.37076327215314,152.9299165401383,PER
8,224.64164938119148,230.3718862379203,SAI
9,280.65515687860926,278.9714433981582,PER
10,300.71560709956714,296.0662266870321,PER
11,309.7414248547279,305.06937975071907,PER
12,312.4331140491228,310.1667834896435,PER
13,308.7440260796372,308.9617857142857,SAI
14,139.1760674136744,132.15129429489141,PER
15,120.10754292696613,124.38500529510965,SAI
16,98.26711478037784,102.91079447050303,SAI
17,232.26674003431174,232.60223918917626,SAI
18,285.449057283958,283.9366056591927,PER
19,310.0192933677823,305.2078424468949,PER
20,319.58169451555557,315.01935311157894,PER
21,323.3860227239506,317.15505954285715,PER
22,128.547052654325,123.70617458305925,PER
23,203.2709229237839,206.8564833316454,SAI
24,269.38200145463344,267.2373653566116,PER
25,284.22000128,280.25,PER
