Minisector,HAM,BOT,Fastest
0,309.3742787383441,304.6892214167775,HAM
1,322.8773496781955,321.7398180651629,HAM
2,326.0514706196078,327.13949578039217,BOT
3,322.9682010385965,324.0276323368421,BOT
4,176.17108499393942,182.04980883254345,BOT
5,209.29806727392395,217.0336450652608,BOT
6,237.41750024533331,245.64492716521738,BOT
7,265.0208872791279,267.3481623519669,BOT
8,255.90760728115944,254.73505036179887,HAM
9,164.5200419686927,167.21802037604314,BOT
10,228.25457854945054,225.66777882737492,HAM
11,132.29408760880244,131.8952048397854,HAM
12,227.26774336703298,230.70222634921356,BOT
13,186.42602395835146,190.26710107762844,BOT
14,221.10256496410256,227.90374519299382,BOT
15,245.9469976880657,249.9493057777778,BOT
16,263.0340912969697,265.9243232969697,BOT
17,281.8906746920635,284.7172143657434,BOT
18,161.27394680685958,156.52966965287905,HAM
19,174.5923122039241,175.77600690000722,BOT
20,147.51145856,149.58259919200367,BOT
21,167.50825573751732,172.6772402240336,BOT
22,115.3680239000381,118.28384964717121,BOT
23,221.65355022222224,228.87866448291555,BOT
24,270.83885524342236,273.5359122793651,BOT
