Minisector,HAM,OCO,Fastest
0,277.7762532628048,280.333519874188,OCO
1,296.1348467898763,300.189181095524,OCO
2,291.3437072663953,296.50912177342406,OCO
3,179.06655783297967,171.8142892524108,HAM
4,216.8692811647226,210.23466100634923,HAM
5,201.3732195030204,197.83975069421558,HAM
6,182.71961784407162,170.81243078629637,HAM
7,201.26196694167012,194.57314603413633,HAM
8,254.47407585525036,248.8940306727202,HAM
9,262.70757712459516,256.2926704499471,HAM
10,167.3267278392579,161.48781017932467,HAM
11,233.05582779249593,229.25276182474994,HAM
12,106.69061455547701,110.50848813286048,OCO
13,219.97107384376957,219.64480294830759,HAM
14,274.0201712864706,274.1835156305589,OCO
15,289.09513762375957,289.35559255188406,OCO
16,209.3890751068907,206.5775879467813,HAM
17,182.27511186077726,173.25346716852792,HAM
18,262.5144729631585,262.3908343372604,HAM
19,289.2424387724387,291.0978458184748,OCO
20,299.8074736492764,303.8726983212698,OCO
21,300.67836155026527,305.75611659590186,OCO
22,264.33040601904764,264.2626489221988,HAM
23,116.2368019417365,113.13008449919414,HAM
24,236.43841462086712,233.5450672557535,HAM
25,,265.1625024,OCO
