Minisector,HAM,OCO,Fastest
0,261.9187505714286,258.9441194666666,HAM
1,140.71436333714286,129.9737132071324,HAM
2,201.5655453327967,194.16328471759854,HAM
3,247.22794139607845,242.3828421647059,HAM
4,259.6766666666667,259.02039578270336,HAM
5,189.8086005452444,181.64856096698077,HAM
6,156.22633275733332,149.40892906666664,HAM
7,190.0067468407913,181.4698718538463,HAM
8,106.21776267468671,102.37424938165996,HAM
9,79.00184700328671,77.62350803049989,HAM
10,99.39287040929949,93.92917585883521,HAM
11,182.2312093750567,175.35422406665415,HAM
12,246.99229720560223,240.91365613515578,HAM
13,269.41450880768684,264.7640619333333,HAM
14,278.77333290666667,277.45888903111114,HAM
15,123.1903975759808,123.08387135564598,HAM
16,144.60277882469134,136.9793076229885,HAM
17,195.50227238787878,195.39502725661902,HAM
18,201.85078105340352,191.7182521904762,HAM
19,221.4754387649123,222.85219458245615,OCO
20,136.1859843758903,134.15403574350134,HAM
21,123.65797561904762,116.18577792234498,HAM
22,93.96898451349793,90.23159954285714,HAM
23,194.0928571936508,191.52909663237062,HAM
24,249.94593899155302,245.36470481568625,HAM
25,,258.98749760000004,OCO
