Minisector,HAM,NOR,Fastest
0,278.3003276530027,279.5681953316017,NOR
1,153.40514383382182,154.15493791535638,NOR
2,143.9576728886516,148.6314690246691,NOR
3,224.47766894100582,222.7840303466428,HAM
4,278.3307280295731,278.93313288195003,NOR
5,277.652794531174,275.89417226179893,HAM
6,140.18624247954818,138.9396024858884,HAM
7,142.48602093958146,135.3457065266651,HAM
8,136.993057932143,140.49617658320207,NOR
9,188.82636964486773,176.80143018253364,HAM
10,127.70948490845609,126.06847127468589,HAM
11,119.31969041196854,121.25535233565579,NOR
12,170.33062227277438,155.33256691389053,HAM
13,264.4480412312534,261.38921223397404,HAM
14,282.9460886817738,283.16528965158034,NOR
15,147.62198755477812,142.9438973714802,HAM
16,202.60134898031748,204.8559136364631,NOR
17,174.99202713491968,166.34134440958306,HAM
18,267.84736152540785,265.4791038825056,HAM
19,288.9819136514533,287.8460179144749,HAM
20,300.8903206836017,301.37641316836437,NOR
21,308.94150971273984,310.75905328545076,NOR
22,312.02751324444444,313.50602272969695,NOR
23,314.0391086277879,313.9706228194112,HAM
24,309.95197451130434,310.950425347128,NOR
25,,306.0,NOR
