Minisector,VER,NOR,Fastest
0,315.7675185273201,313.92660627422526,VER
1,324.6840081095551,321.68721087564626,VER
2,325.72733147301585,318.1418184117649,VER
3,186.84377389053225,197.6235137335941,NOR
4,129.43398521717438,124.0266955036296,VER
5,259.0778459114667,259.11311167916136,NOR
6,295.85445931419315,294.67396725606545,VER
7,308.91167566836367,308.6297183759987,VER
8,265.7204438120546,276.7976025562967,NOR
9,144.93224766918877,145.3061393478977,NOR
10,216.02655305290324,214.16551793553364,VER
11,213.7506426552381,211.0740432164933,VER
12,197.96601728201682,192.77052205573605,VER
13,263.9448283106543,262.19105681375066,VER
14,299.0955514748904,299.2027429324899,NOR
15,313.94807006745333,310.1644444444444,VER
16,267.6416501585348,262.65466664299555,VER
17,209.89330511029908,213.86186030808082,NOR
18,270.27676533684985,270.9250125750143,NOR
19,300.5944388842481,301.3089318457231,NOR
20,314.1379194038689,315.1981097106173,NOR
21,296.8317476170159,298.0673768557576,NOR
22,211.14246951894415,204.10061391062155,VER
23,259.438048584127,263.73978875652807,NOR
24,296.43951649637256,297.36074021326823,NOR
25,306.2812512,,VER
