Minisector,HAM,SAI,Fastest
0,265.17846689163656,263.1427872,HAM
1,256.71790133909343,248.65540424691358,HAM
2,169.76030167102442,169.20486998696742,HAM
3,249.40130895238096,247.3744434093827,HAM
4,271.4309178759141,273.34916612266665,SAI
5,197.524891625592,199.3692199752698,SAI
6,124.51416348486546,126.11282042419788,SAI
7,161.8009939213485,154.95175443252032,HAM
8,258.4421468717949,254.21928966017705,HAM
9,184.01396337152946,191.87525977439762,SAI
10,182.75535561142857,180.10067696992638,HAM
11,257.3726946818143,252.90271827047766,HAM
12,246.26064568498168,244.55149134025137,HAM
13,259.46821018147836,259.85161610644667,SAI
14,283.48297062028985,281.89630804013717,HAM
15,289.04058897444503,296.73674278787877,SAI
16,145.93813148212482,156.1761702949517,SAI
17,232.08085380823763,229.1584580644442,HAM
18,284.24466814409936,280.1120611077276,HAM
19,302.68278970434784,295.68713743768114,HAM
20,309.1244613151927,299.77548064326805,HAM
21,315.0817459301587,304.7282311183674,HAM
22,144.07315961347598,200.2477241421386,SAI
23,85.74999404226485,92.18663474381758,SAI
24,172.32305806262926,151.82686733816155,HAM
25,243.81250133333333,239.37968557129753,HAM
