Minisector,VER,LEC,Fastest
0,291.2260420266667,292.19520773333335,LEC
1,304.77745104313726,304.1992296605042,VER
2,183.45938686701328,160.73153795860975,VER
3,226.69010484444445,218.63619314792243,VER
4,274.47421447271716,278.52324611662027,LEC
5,292.2787282526316,304.5539209411765,LEC
6,299.7907408,316.0399508705882,LEC
7,202.27392334038538,178.04669351536796,VER
8,125.23999189900331,120.11177936410908,VER
9,249.0924606984127,251.694966983296,LEC
10,284.941009122807,293.8204826877125,LEC
11,302.1543859649123,312.2352941176471,LEC
12,160.25371482597401,142.31895966758867,VER
13,192.2826447564626,193.99561728075807,LEC
14,258.99333942131517,260.53201955626895,LEC
15,217.30849928533334,189.6122226488889,VER
16,227.02807966497895,208.79253520593656,VER
17,221.95190915555554,203.48086463209876,VER
18,244.87959913584262,240.19417714414595,VER
19,277.3180140992481,278.11980848140547,LEC
20,295.9685186962963,298.4814814814815,LEC
21,273.7915589561059,260.7894085521937,VER
22,235.7531050600414,223.29250078799365,VER
23,214.09608528058607,205.5164698742403,VER
24,270.89904083959175,269.5816696121091,VER
