Minisector,VER,OCO,Fastest
0,235.51600593748864,232.92873604463855,VER
1,284.93366626133337,282.28750026666665,VER
2,299.4076666819048,299.5212227982587,OCO
3,303.1604167111111,304.93124995555553,OCO
4,271.0021038576538,262.266780828196,VER
5,169.59392200221484,164.80800516589147,VER
6,264.12082825393014,261.7479775746201,VER
7,283.029999872,282.52147442051285,VER
8,212.78995105065945,205.3473235449375,VER
9,222.3004831580402,218.06119585280317,VER
10,183.07887509435565,179.49614528,VER
11,228.24548887445675,225.10199669563278,VER
12,208.8970740345679,201.18518459259258,VER
13,217.47376443648227,204.2849350448335,VER
14,223.20410844292772,218.03666671935613,VER
15,177.9362452476111,176.88267234285715,VER
16,247.6613030592819,245.7457190694253,VER
17,287.40788064914284,287.51744543296707,OCO
18,302.177833216,301.4521739594203,VER
19,294.2222240888889,287.8867511794872,VER
20,131.68841460952382,126.51986700951633,VER
21,162.85817933037626,153.50995854707512,VER
22,148.47892751580514,148.63100331601674,OCO
23,204.56556267537414,197.6582201081081,VER
24,145.9797071982381,145.57722909112715,VER
25,180.49166293333334,186.5333376,OCO
