Minisector,NOR,PIA,Fastest
0,271.3832497360271,271.5336618492517,PIA
1,234.68344794883177,253.51826428034445,PIA
2,120.04112441736949,119.6863508618449,NOR
3,172.83537493328717,176.00390682786636,PIA
4,200.19174975045524,196.64398964008734,NOR
5,199.08010887999998,198.52028140901587,NOR
6,262.02595162229403,262.5175089636431,PIA
7,283.65459242039645,283.17473348667795,NOR
8,219.98322588994708,235.07401060124445,PIA
9,150.41029899559405,147.16267539087718,NOR
10,117.93533140443898,119.7270340100118,PIA
11,160.66008242318466,170.72151902930477,PIA
12,248.50624993629629,247.67450944738815,NOR
13,160.2605872067221,162.90438026096365,PIA
14,148.49927478045228,150.57869648267334,PIA
15,108.60731310917885,106.36627068551849,NOR
16,214.18987736192827,216.04438293237746,PIA
17,238.00129397544654,228.88138553637427,NOR
18,129.0636028057065,130.89089438081535,PIA
19,237.25493999540424,239.37635684419047,PIA
20,275.1956138782766,273.91313032515404,NOR
21,203.20921421201533,206.02560595857705,PIA
22,146.5711781634317,156.06716538152145,PIA
23,218.6512662992475,220.3901567748857,PIA
24,232.58751410967614,234.58250877985841,PIA
25,258.4500032,258.4124992,NOR
