Minisector,LEC,ALO,Fastest
0,251.23650705069554,246.2112361734369,LEC
1,218.55986115156355,209.7656442408791,LEC
2,200.32844894779387,209.78064279914886,ALO
3,254.74079664789215,259.1528531652525,ALO
4,270.0268494099248,274.66577920480705,ALO
5,287.392240806076,291.0426171248485,ALO
6,166.18167863936438,154.21725187570493,LEC
7,177.49726626551566,186.22032137901093,ALO
8,266.57309046492753,271.68799228887906,ALO
9,291.43592140432423,305.4455663012063,ALO
10,303.66729703672723,314.28988807720515,ALO
11,306.7611996790476,298.5983092397661,LEC
12,117.03832392479363,108.45207115784011,LEC
13,195.64355649182863,199.650979730116,ALO
14,267.78914340685714,278.85216007885714,ALO
15,293.0374883886384,309.48661083597887,ALO
16,295.73017863999996,311.43202494332974,ALO
17,187.8628828251009,179.27539965561297,LEC
18,216.1734123911111,224.96252858694885,ALO
19,263.77547509174724,258.6993809994805,LEC
20,153.65768823473923,144.90315795528343,LEC
21,145.3935858927992,144.84551138898956,LEC
22,219.6610345181527,222.6832224193411,ALO
23,229.73260993523812,222.71276257060694,LEC
24,157.77687776278873,151.16480775278131,LEC
25,224.4249984,,LEC
