Minisector,VER,HAM,Fastest
0,268.81765170072384,267.9841705920667,VER
1,294.8557202996115,292.46540569949286,VER
2,311.6233009188991,306.29474456380956,VER
3,318.66112169025644,315.3197319968634,VER
4,324.0143612676923,319.56488623999996,VER
5,323.72265645,322.2859381000866,VER
6,204.42042483286207,200.49811809729113,VER
7,103.13087323667428,105.62448076782435,HAM
8,182.1011543642328,178.77187205913833,VER
9,257.9886363649732,254.58503920283292,VER
10,286.88028461414143,283.6452079466667,VER
11,160.3969177676055,155.66120398402458,VER
12,96.08736592198058,95.49404514394142,VER
13,113.99616628118254,113.98831183597072,VER
14,219.45099060548563,215.20117144465897,VER
15,184.25539787973855,185.19038721185186,HAM
16,218.7516377880129,220.04705255619047,HAM
17,174.86301705003956,175.45289018772488,HAM
18,228.67888099690234,230.63015735026454,HAM
19,274.4207338948776,273.6834783881481,VER
20,239.3307679847619,251.0444112868353,HAM
21,145.17240175317025,146.18713728768466,HAM
22,98.13204428611672,94.4451295888254,VER
23,122.68240458822955,125.93573597384814,HAM
24,223.06943569661826,217.8932391796695,VER
25,252.65,250.87499946666668,VER
