Minisector,HAM,OCO,Fastest
0,291.1604403978562,289.71918861754386,HAM
1,299.79317665408206,297.0332808257143,HAM
2,162.6778954106298,160.54552196185148,HAM
3,220.25050305114317,220.70227197071895,OCO
4,272.7688654577778,274.29378303528387,OCO
5,294.12125830502106,291.8034076952381,HAM
6,301.2954265269841,297.85794637714287,HAM
7,179.92626021873724,161.62914258778713,HAM
8,128.58267379961433,132.31572230864953,OCO
9,247.22499412419046,248.2348929371429,OCO
10,285.3467165008947,284.96260015733833,HAM
11,295.91506735714285,294.1620368592593,HAM
12,142.51260983682636,132.1125431161554,HAM
13,190.47953013017377,196.14035909756777,OCO
14,259.62982197603907,257.9798359904628,HAM
15,208.42873822391417,192.7407371437129,HAM
16,213.66582341583398,214.00559523809522,OCO
17,211.81299231515152,204.17198155198733,HAM
18,241.51621569447252,242.4115664253968,OCO
19,275.8590227428572,276.57488970888113,OCO
20,293.64513230560846,291.87394119909163,HAM
21,256.0333068030476,245.97835588470124,HAM
22,216.674250547412,216.29041117729957,HAM
23,202.3721793748496,192.63549235700467,HAM
24,264.7440145062933,265.00152914911786,OCO
