Minisector,HAM,PER,Fastest
0,277.55661612133923,274.4275956158454,HAM
1,300.0185710322909,297.92358502871696,HAM
2,291.47793478647344,297.51162034962965,PER
3,168.23876062578495,168.77655094682206,PER
4,117.34963261845421,116.95186399680249,HAM
5,236.4184976762407,233.82993752427245,HAM
6,292.0561565187846,283.1859461809626,HAM
7,311.91975238095233,298.5470773231746,HAM
8,174.5243401996212,185.3298538193005,PER
9,139.96828747478867,134.71821896239996,HAM
10,249.22853471650794,244.5512600239863,HAM
11,290.4120787781361,285.8683276486003,HAM
12,306.9681001220767,298.5371599129252,HAM
13,280.52593003311966,282.6157917156275,PER
14,298.5281003804124,291.55212344666444,HAM
15,304.07807560126986,295.60766333217396,HAM
16,249.81699094305867,259.3749096069565,PER
17,224.01121587724057,227.90773012742324,PER
18,281.68533997821305,273.8811741221978,HAM
19,313.0936248430487,295.3522773047695,HAM
20,321.60463133658584,296.27153321743145,HAM
21,222.1014719161245,240.5517531867351,PER
22,252.0565162094768,259.4654071626877,PER
23,139.31712521628504,139.7467999710826,PER
24,203.49772279318904,206.49815432527126,PER
25,251.0,252.6875008,PER
