Minisector,SAI,NOR,Fastest
0,292.4956301047811,296.0713980080145,NOR
1,303.7802046735749,308.02173225169594,NOR
2,307.923499968,307.0063722745092,SAI
3,187.15118556577735,192.78188646875842,NOR
4,208.7900637840191,210.75384406156468,NOR
5,202.267608465691,204.52742127165533,NOR
6,263.5887026078223,267.20343376950956,NOR
7,253.08597974221516,255.52500077819232,NOR
8,211.99679130373627,217.17140335867816,NOR
9,210.10486179946187,211.5708545002771,NOR
10,141.49498981626317,141.94283265707426,NOR
11,199.20084669310353,203.21486944063105,NOR
12,184.33113802391168,185.4301519283345,NOR
13,249.28888381809523,252.92421129701393,NOR
14,181.12665398510705,178.5226722877041,SAI
15,233.01578426598292,233.75578922622213,NOR
16,280.57425756688053,280.63725092566426,NOR
17,290.6984016578483,293.9648884742857,NOR
18,281.8102639746494,289.2693897363408,NOR
19,267.2176533350424,272.91590179646494,NOR
20,269.9453261711977,269.87058571914764,SAI
21,261.91658363195745,264.81167873061753,NOR
22,226.53414009550528,232.752909456262,NOR
23,214.51310706167743,202.0606782817492,SAI
24,267.9681001088765,268.7315576890189,NOR
25,284.2,287.15749952,NOR
