Minisector,HAM,RIC,Fastest
0,292.1707197750567,291.00545153576536,HAM
1,302.5666453762844,300.4199544743764,HAM
2,307.50352638586145,305.6767838889357,HAM
3,307.81805556825395,300.3203323584606,HAM
4,215.03676033845122,203.4639485998577,HAM
5,232.2638348307692,224.0883009622081,HAM
6,272.8968867044291,268.14756669482404,HAM
7,277.96939505720593,275.32123808431385,HAM
8,207.38529173646947,197.63206008553462,HAM
9,165.0224549569747,162.0152371837607,HAM
10,193.36456530866153,187.82644740404953,HAM
11,264.2792339137572,259.97758765714286,HAM
12,263.9607199152772,253.95866743466667,HAM
13,240.21434666116366,236.35104715721954,HAM
14,279.2175722136646,268.0141265289926,HAM
15,189.99847802781377,182.335993627564,HAM
16,229.35709795555556,224.94910605500283,HAM
17,256.53038596404224,249.5459237109975,HAM
18,144.89389815962053,141.1530990251596,HAM
19,246.20599401021397,241.2795379873016,HAM
20,282.4261901714286,279.39002565656784,HAM
21,266.38600708123005,260.25913638968785,HAM
22,156.77970075897434,150.63375598536115,HAM
23,222.54049781036593,215.20977277230028,HAM
24,274.69428032132504,271.12190864593987,HAM
25,281.1714285714286,284.3357129142857,RIC
