Minisector,VER,RUS,Fastest
0,248.46670519966312,242.6475984644217,VER
1,292.79055456053976,271.7682535908358,VER
2,170.47493332466416,177.92496771008368,RUS
3,166.09537005908962,153.6044573589817,VER
4,257.80134599599415,256.7857955522078,VER
5,264.8929823399553,269.55157904236563,RUS
6,220.03553245025728,230.27262133851852,RUS
7,191.33245164356126,209.9486006598179,RUS
8,155.80096034599833,161.76471016643782,RUS
9,210.1155461247668,213.38587105713836,RUS
10,270.73237983981556,271.632506609736,RUS
11,122.02328198342093,126.06796361364849,RUS
12,208.13850446170892,201.89676383207097,VER
13,277.00956527912166,268.22564297447616,VER
14,305.5258343995939,289.3356402006349,VER
15,322.1247780705096,298.1737500145455,VER
16,260.17072640678265,258.04872262708994,VER
17,129.2582277575864,134.06576010647603,RUS
18,132.60550069647334,133.9000958835964,RUS
19,119.62975269663309,123.86189945448123,RUS
20,224.86420520634923,221.53489444923076,VER
21,250.88778507889876,255.26743116925215,RUS
22,225.98578318444368,245.13325081275605,RUS
23,207.1087165762605,215.43370832102005,RUS
24,135.4980324672097,137.31988921841491,RUS
25,215.925,207.03611306666667,VER
