Minisector,RUS,NOR,Fastest
0,245.93359699453092,258.66616437864906,NOR
1,118.18871239948567,131.5597641637816,NOR
2,192.99530775862482,202.031664431746,NOR
3,241.93690309198877,243.9389833966979,NOR
4,250.9053277862789,255.16650258479297,NOR
5,172.18044330763416,182.91536705333334,NOR
6,144.2674745498961,146.00920565077828,NOR
7,190.30769117994987,183.01662333621934,RUS
8,104.71453373704391,101.92619804632807,RUS
9,72.61809732914325,74.77983697869267,NOR
10,93.97841539954301,98.65447573172857,NOR
11,184.09354438655672,183.45982733473684,RUS
12,242.64314480527474,241.9767198662434,RUS
13,265.58525708698414,266.00034821391944,NOR
14,270.66425428280274,274.8107693128205,NOR
15,111.08217096303567,125.73532205303897,NOR
16,153.8758686738772,155.43958733424518,NOR
17,178.26917611388475,191.3637194180433,NOR
18,200.78267292683472,198.106632643136,RUS
19,197.41749493243697,213.55502359215686,NOR
20,128.6337792416117,138.38935346224838,NOR
21,108.70547960126984,110.54578344084656,NOR
22,96.7428147976734,101.42690928876137,NOR
23,199.81420283284822,199.37878322321865,RUS
24,249.05273709714285,250.4335384387842,NOR
25,263.38780957567815,,RUS
