Minisector,NOR,GAS,Fastest
0,278.7362205087818,279.0190717005437,GAS
1,298.93574881026984,296.0578094994286,NOR
2,294.9213756621877,292.93116175223037,NOR
3,173.2687331150892,174.22322783182221,GAS
4,124.32106976430528,123.91189905385647,NOR
5,240.86159398738602,237.11874342708427,NOR
6,282.74262773333334,280.37546196067586,NOR
7,288.7946142695925,290.1947539949604,GAS
8,186.0909567436074,184.87167857605627,NOR
9,144.41156807136497,146.51906530391017,GAS
10,254.2990343983826,255.4180232390258,GAS
11,289.8184519497143,290.44993571000504,GAS
12,298.73395253638097,302.07151254219576,GAS
13,282.03718117110077,284.86586596628086,GAS
14,295.3789690837237,293.7316757555907,NOR
15,298.7099371922193,297.9996920217033,NOR
16,251.20609444653326,264.32933016396026,GAS
17,230.41815238143562,228.00308975908337,NOR
18,278.8923515674843,274.80542371740023,NOR
19,298.827034980693,294.352958368,NOR
20,297.5791132728735,300.39350883123353,GAS
21,228.64743769927668,235.53493460254495,GAS
22,259.90889383690563,260.2487660105033,GAS
23,139.0362332588879,143.10576753161328,GAS
24,218.60146722463392,217.8368512194518,NOR
25,260.73333333333335,261.2250016,GAS
