Minisector,VER,LEC,Fastest
0,290.9370106352941,291.9543391955506,LEC
1,293.4323521882353,300.94088373333335,LEC
2,173.87870222615294,159.22985888,VER
3,228.36622220190475,224.30776789730464,VER
4,275.38406958431375,274.8195322,VER
5,294.12924655746036,295.3427088,LEC
6,297.66582612436974,304.5303637405501,LEC
7,169.09627478095237,168.66838524006567,VER
8,137.60838973185201,130.65381196690836,VER
9,251.01984292063491,249.82023968721805,VER
10,282.87447550028014,284.68307346666666,LEC
11,288.5775490342071,299.02138830222225,LEC
12,151.7225776344086,145.9409286140056,VER
13,202.45540715636525,195.43750266666666,VER
14,258.0888894222222,261.18819537777773,LEC
15,206.40964882696423,185.7186793532658,VER
16,223.4722409974026,221.75961507809524,VER
17,212.13868952380952,207.75939973095393,VER
18,247.2580921641166,242.90104298666665,VER
19,277.3397065411765,276.13345632941173,VER
20,289.93538199347773,293.8987711513139,LEC
21,255.77148088742499,248.49235863703703,VER
22,230.18624896,217.35051816499006,VER
23,213.62438878874698,205.75199457391307,VER
24,267.7407149405647,267.83875574594794,LEC
