Minisector,PER,NOR,Fastest
0,309.90162180881833,314.15721507994226,NOR
1,318.58965282031744,321.78244897088433,NOR
2,315.56422951068583,317.9913878018578,NOR
3,193.78135840362802,194.1500739234852,NOR
4,124.81896501235947,126.99388302362959,NOR
5,259.33583895906474,260.4347181400738,NOR
6,293.1675565830658,294.67396725606545,NOR
7,305.5369780531977,308.6297183759987,NOR
8,266.2576101621127,276.7976025562967,NOR
9,146.06258983145813,145.3061393478977,PER
10,219.9841303619048,211.62350001351479,PER
11,217.99202651519806,214.2465339290381,PER
12,202.30021499433323,190.79636300670634,PER
13,266.21462490088226,263.22341454120067,PER
14,297.81177579882325,299.71195852033037,NOR
15,309.7809171606107,310.048,NOR
16,270.8712189329426,252.640564078893,PER
17,205.19970300976536,218.5239701765481,NOR
18,270.0423383775057,273.1250125750143,NOR
19,300.1765815555556,302.27887234096124,NOR
20,314.16406036308695,315.50330785216374,NOR
21,294.50716748491243,289.1284434970799,PER
22,218.88073790632177,205.6250131114575,PER
23,264.7493438382761,266.56113639062943,NOR
24,297.99543159952157,297.36074021326823,PER
