Minisector,HAM,HUL,Fastest
0,275.2705498617914,276.33496178552076,HUL
1,300.64130116923076,299.62548045128204,HAM
2,313.91932588698415,311.5976562,HAM
3,322.85633924568606,319.0433673469388,HAM
4,327.6526985567006,324.49434521904766,HAM
5,323.71471031292515,322.67435897435894,HAM
6,199.19629560154465,213.71122814891777,HUL
7,108.15533606027451,105.89847717491621,HAM
8,189.15306465988672,194.6704204892707,HUL
9,259.9743066074074,267.9906620285714,HUL
10,287.6915706986775,292.88214285714287,HUL
11,164.456479480776,169.71642397497914,HUL
12,97.3557124103671,99.57013223917546,HUL
13,118.78968274435182,117.86512221586231,HAM
14,222.6537276234241,223.85535781854637,HUL
15,190.18173619957528,185.0227823296792,HAM
16,221.8701485714286,227.25104300490912,HUL
17,179.86771849738258,176.09535987956346,HAM
18,236.44363081904763,241.04035138245615,HUL
19,278.8802326936934,281.5431544285714,HUL
20,241.28815859649126,250.01474307228412,HUL
21,144.36342722150482,145.4899814219994,HUL
22,100.6792310578748,98.91992174936722,HAM
23,127.54333302857142,130.01320037358875,HUL
24,228.55659236423375,229.7107854086657,HUL
25,259.28333226666666,259.89999680000005,HUL
