Minisector,VER,LEC,Fastest
0,271.1236549102088,273.3565139003752,LEC
1,247.53886847337475,250.72682185043476,LEC
2,120.99790044479633,122.30797065502398,LEC
3,169.21921862841248,174.35562867642858,LEC
4,197.0205220456192,197.46768018768597,LEC
5,189.3818789388775,195.73210700821912,LEC
6,260.48627887299915,263.91276506181816,LEC
7,284.18004157866665,286.9132007017544,LEC
8,237.37911799713646,245.54214405547725,LEC
9,149.28329809964552,152.15085297993267,LEC
10,122.28139554818776,120.17797210292241,VER
11,166.85852029805028,159.63872472847498,VER
12,247.30332687150025,242.78152019809522,VER
13,158.8517985769634,161.68505724832536,LEC
14,145.63927059849726,137.8037686291037,VER
15,106.1740220031843,107.1295772529445,LEC
16,215.45670179660502,210.98576861428572,VER
17,240.42093923189714,249.88934230573807,LEC
18,130.44612387616445,129.34266151978176,VER
19,240.71758874677707,234.24216362110357,VER
20,273.72250602185466,275.78185292631576,LEC
21,200.75314769084312,203.06490167105895,LEC
22,152.0639730885748,143.55912322518623,VER
23,220.83568535482445,218.5541722294906,VER
24,228.44227863331972,228.23279893714792,VER
25,,257.6822906666667,LEC
