Minisector,SAI,STR,Fastest
0,255.17038784761903,252.65856504527576,SAI
1,205.30563648179273,206.47441989177204,STR
2,218.02343869999999,216.19045992397696,SAI
3,263.51556850392154,260.343011495445,SAI
4,275.7495002026667,275.0070869354307,SAI
5,216.5208950491859,224.59568421022158,STR
6,93.46862643063685,96.64590464629565,STR
7,183.27972457788675,174.2361157556791,SAI
8,275.20478754920634,264.169980430634,SAI
9,308.7606333991342,286.5071725073903,SAI
10,320.65747185442274,295.0298912463768,SAI
11,313.7174234666667,294.7959936376189,SAI
12,112.48272336099694,147.1407978575238,STR
13,211.8204881023016,213.35950482951554,STR
14,275.12383368533335,273.83584302912425,SAI
15,293.5636646492753,292.51156871777613,SAI
16,223.9523979142857,202.75712140352493,SAI
17,121.96218668273184,116.82511888310101,SAI
18,151.53077117019217,154.8826997277398,STR
19,251.0354941798942,253.70796476617465,STR
20,153.6754449665925,149.16158979447803,SAI
21,129.1700302556359,124.69596671307032,SAI
22,201.76170218230152,206.4212605661339,STR
23,206.89399457254902,202.04077576306202,SAI
24,164.202527760408,162.8393284991474,SAI
25,228.41666986666667,,SAI
