Minisector,NOR,RUS,Fastest
0,293.85348933875076,293.3330584977778,NOR
1,306.55837329109437,303.4091573050815,NOR
2,313.7730476381699,307.1250001185185,NOR
3,314.31083322666666,308.7660489885714,NOR
4,190.90550432573477,193.82953125520763,RUS
5,211.71372754364532,221.0459949215492,RUS
6,268.3861669005848,270.73915872960924,RUS
7,271.60837317155557,275.08010321608464,RUS
8,193.3049609351065,186.25181864530342,NOR
9,142.3151122863413,149.61422337890653,RUS
10,182.75437543675574,185.80112259161734,RUS
11,261.5988464069264,260.9959821355102,NOR
12,247.17273755692435,257.0767263153026,RUS
13,231.01250941849804,233.81457170186334,RUS
14,272.053584616127,274.0319666230524,RUS
15,163.84392986340134,171.03627761625566,RUS
16,220.9137942912,222.78163906748108,RUS
17,232.6723452253262,243.12930313333334,RUS
18,131.5540433297143,135.5716685505206,RUS
19,241.3023934193963,240.10450467024532,NOR
20,282.5880202600151,280.2872073128594,NOR
21,237.91676506131517,262.2863864155844,RUS
22,138.4444055259259,142.21924733064958,RUS
23,204.7990675098533,213.2609192736508,RUS
24,271.88332882539686,270.99936761063236,NOR
25,,285.6250016,RUS
