Minisector,HAM,PER,Fastest
0,323.8878786181818,322.7477225672878,HAM
1,331.33901586475565,328.70253625507246,HAM
2,327.95221870822513,324.1515151515151,HAM
3,195.50090044803142,204.48422367029502,PER
4,124.46450147814976,120.70112092059497,HAM
5,265.20335584197534,268.51975308641977,PER
6,301.86765845079367,302.23370931381663,PER
7,316.330615884058,312.4115942028985,HAM
8,282.2211918872381,278.68605769230766,HAM
9,151.71935126241135,144.68720600806432,HAM
10,228.54866196686868,227.7160558045511,HAM
11,224.75278975238095,212.40147058823527,HAM
12,203.69175905531594,199.49015239964987,HAM
13,270.69643522801704,268.47724350988454,HAM
14,307.0282773542095,305.6855518898535,HAM
15,320.8925724289855,315.4559782956522,HAM
16,273.6947640647119,269.67106422928885,HAM
17,213.65405241456583,200.96828708148146,HAM
18,275.22625005599957,270.7057249185723,HAM
19,308.82934757101447,306.080978226087,HAM
20,321.9239342500445,316.33179738325697,HAM
21,306.0631222592133,306.6510416666667,PER
22,216.03589666058923,208.9238662786797,HAM
23,268.25145449876544,263.934126984127,HAM
24,306.6117557142857,304.1392361333333,HAM
25,,316.5875008,PER
