Minisector,LEC,OCO,Fastest
0,290.8522325269534,289.71918861754386,LEC
1,300.37832514285714,297.0332808257143,LEC
2,163.82454968766447,160.54552196185148,LEC
3,221.32905509153878,220.70227197071895,LEC
4,272.4446852262584,274.29378303528387,OCO
5,294.1344823877503,291.8034076952381,LEC
6,301.51270835555556,297.85794637714287,LEC
7,168.50326906342528,161.62914258778713,LEC
8,130.81631992431176,132.31572230864953,OCO
9,248.54403883477076,248.2348929371429,LEC
10,283.66854165555554,284.96260015733833,OCO
11,298.06920277252635,294.8186272627451,LEC
12,143.12466871989903,136.550409495092,LEC
13,187.56011386827026,196.14035909756777,OCO
14,256.75696915704276,257.9798359904628,OCO
15,194.8395743632579,192.7407371437129,LEC
16,216.66064854319487,214.00559523809522,LEC
17,213.40675453144374,203.2434990947034,LEC
18,242.02560158452005,239.78661055733548,LEC
19,277.23441327667535,276.00350226198015,LEC
20,294.8472672131602,291.55660619915653,LEC
21,264.73526640513364,247.21352367893633,LEC
22,217.14926503314004,216.49810237824542,LEC
23,199.4238432859979,190.53268767687445,LEC
24,262.93295427094466,263.7382907728485,OCO
25,280.30000071111107,,LEC
