Minisector,RUS,HAM,Fastest
0,280.03725054839003,297.54730081212125,HAM
1,150.00580410233198,150.6675177068071,HAM
2,179.39569966389962,165.26209413083652,RUS
3,249.77236125102368,245.3799650727619,RUS
4,280.7466079344427,282.65137436398265,HAM
5,242.60013945541166,245.34674925804927,HAM
6,225.68809458637588,218.33269116838088,RUS
7,156.7223317688889,152.01368774392608,RUS
8,232.32851530793653,228.70067434121106,RUS
9,279.7053844125888,280.65960747953494,HAM
10,297.36239737797956,296.7998840250677,RUS
11,304.58052450865677,305.7057411931726,HAM
12,307.30341539954657,310.68943885539846,HAM
13,296.6993307498565,303.1953909617778,HAM
14,128.55946097040132,124.47551966575821,RUS
15,119.33816934543952,120.921712873088,HAM
16,100.51639247179249,96.55178372821514,RUS
17,234.8728928799825,234.0936464617065,RUS
18,286.89428478154497,285.75241426831224,RUS
19,302.28771930760234,304.285044496,HAM
20,309.9121202873686,313.8418416560224,HAM
21,307.45805623318904,313.8321468903908,HAM
22,130.42432938779157,127.62483763765312,RUS
23,204.60013076820593,198.5489690052246,RUS
24,266.95717991201366,267.4815332238711,HAM
25,,280.99999744,HAM
