Minisector,LEC,HAM,Fastest
0,287.7681305365392,287.92828922273634,HAM
1,296.0047567758576,298.0222067169369,HAM
2,282.7282965069217,275.1089045069206,LEC
3,104.70541656361192,107.1732206132573,HAM
4,226.39331031746534,220.45369073355195,LEC
5,267.192385481697,276.2502493013333,HAM
6,203.336980911558,212.53140948207425,HAM
7,159.38871406422723,161.26598015197433,HAM
8,214.47701113799792,207.50090556970522,LEC
9,226.79883998524375,213.1133923643463,LEC
10,109.47112898742688,114.44921281570387,HAM
11,225.31758465395353,223.34733082021162,LEC
12,121.66496970862585,113.87790951870497,LEC
13,220.80079951798285,223.31769202671046,HAM
14,272.3441130305787,280.8670228650932,HAM
15,209.4542572074523,210.92974607165533,HAM
16,196.18152789322315,195.93934930424243,LEC
17,252.32489399700248,247.68790885665445,LEC
18,210.47534707482433,195.45668092767676,LEC
19,180.18093529891,185.44063487665855,HAM
20,259.7247277465728,262.63898273354965,HAM
21,282.95416726417443,287.5152371001159,HAM
22,173.17454969268357,159.30763750728934,LEC
23,212.01841094353094,210.5747309284421,LEC
24,268.9467649546325,272.23222854350297,HAM
