Minisector,SAI,ALO,Fastest
0,283.7711319234841,294.0789772329004,ALO
1,299.1244049777778,314.50679809122806,ALO
2,305.8952380571428,326.3306878306878,ALO
3,309.09623598364595,325.98625673573633,ALO
4,256.3494314249625,261.11648616811596,ALO
5,191.46725354300716,183.76895974659544,SAI
6,255.2955627146123,253.30163014492751,SAI
7,282.59571977868484,278.4183034102,SAI
8,215.42186084377298,199.701911243255,SAI
9,206.30871036952382,205.38490250982457,SAI
10,137.18303057394638,133.43632695407152,SAI
11,243.39744641074438,242.53372763419918,SAI
12,275.39564389961566,268.9287607757576,SAI
13,217.15511983774564,211.4408541024123,SAI
14,260.31980119432416,256.7181663573333,SAI
15,233.00545021538463,225.6788653176355,SAI
16,178.6510677943342,177.35215397405437,SAI
17,257.73858652753626,253.9693072967501,SAI
18,151.64731462309933,151.09447895013494,SAI
19,204.4091511393674,198.72892188361627,SAI
20,270.0975123406328,267.27279911940883,SAI
21,289.35436500317456,293.34559101964646,ALO
22,157.2198352896661,156.7427837112084,SAI
23,176.5262807927718,173.83773127688323,SAI
24,256.41511910579635,254.50917790158627,SAI
25,,278.8111104,ALO
