Minisector,SAI,OCO,Fastest
0,298.76151966535946,304.8300306217989,OCO
1,231.61889179963242,212.63717159695238,SAI
2,132.47858844578113,129.2361156007874,SAI
3,216.1162971059649,218.50114088877845,OCO
4,260.4172662716792,262.7416516967313,OCO
5,285.7643292793651,285.78631952748486,OCO
6,298.48905187321515,298.62224696190475,OCO
7,274.47187038419753,251.83096997345015,SAI
8,169.92221360693236,164.35343368926127,SAI
9,238.89091544177776,238.97318410831,OCO
10,270.9900145954294,267.67923364495306,SAI
11,262.0746925108846,257.7248992032653,SAI
12,205.2775734100585,205.2338718125947,SAI
13,121.70266545524001,124.78831915566998,OCO
14,123.72804445924206,121.22991435649702,SAI
15,156.17963484075537,152.8532840853855,SAI
16,121.79280532509938,120.40558385773649,SAI
17,234.20951905352507,224.77785033816915,SAI
18,170.0728456295596,159.64964031667213,SAI
19,160.95350315567597,157.45611364659442,SAI
20,242.1667422071178,242.4994956250505,OCO
21,270.82825754385965,270.32510300583476,SAI
22,288.95900619871753,289.47209371897435,OCO
23,298.24982133714286,298.6150343911111,OCO
24,303.83835964444444,305.7516230330253,OCO
