Minisector,PER,NOR,Fastest
0,295.0919094648039,297.286573708642,NOR
1,163.7844296701039,155.97438663654546,PER
2,156.09602221598618,150.2485527414565,PER
3,223.31194418154442,223.18370721784552,PER
4,285.800550466905,286.8079531763809,NOR
5,293.49253662710623,289.5328705580247,PER
6,149.68121523781906,142.39814857564645,PER
7,142.89747687978632,139.86944864869574,PER
8,146.33749920106442,144.1336439465053,PER
9,181.6861572522067,179.4005837666328,PER
10,131.62142551025863,132.40599420311503,NOR
11,131.02957066148863,124.62077624798958,PER
12,166.83584693810937,166.12181510876368,PER
13,268.34547704397744,271.6657130575969,NOR
14,290.2733466675111,296.432593042382,NOR
15,153.68074733974873,150.8365288747588,PER
16,214.87273410455987,207.24582281190047,PER
17,164.70468574833328,167.2741731612685,NOR
18,268.0762108124137,271.8505095831369,NOR
19,291.4435898666667,298.08202405790473,NOR
20,305.43113247593055,311.94005082979197,NOR
21,313.3581349079365,319.52632576969694,NOR
22,315.9961956637681,322.8126669636899,NOR
23,316.63888893333336,332.3437495834268,NOR
24,313.601948000303,332.9806183377708,NOR
25,309.0,,PER
