Minisector,HAM,BOT,Fastest
0,270.7791505010085,272.86299576023475,BOT
1,289.3586473229377,292.6205607451326,BOT
2,294.15125997040525,295.6421740734695,BOT
3,134.63178818938684,131.22927347511344,HAM
4,202.04158468444658,201.3231681385708,HAM
5,260.64994690115634,260.17986115555556,HAM
6,146.6791016457607,144.91154677240212,HAM
7,209.26195826123967,210.50524381927792,BOT
8,263.21804968884254,262.9026086797474,HAM
9,283.6279548542695,284.8604651175131,BOT
10,244.3388906335787,243.47065734074846,HAM
11,184.87451346358102,185.39671707723525,BOT
12,192.34305310041313,194.69834390812676,BOT
13,151.2487052064689,147.37951027004678,HAM
14,185.7193501754743,176.52300740027118,HAM
15,170.30325861635382,166.77411230005856,HAM
16,218.7857806792328,218.2430814847068,HAM
17,239.2446180746705,242.55315959368687,BOT
18,240.33653056464496,244.3320755462726,BOT
19,249.49932490230842,246.23466888883522,HAM
20,152.018018296306,149.2012382480167,HAM
21,139.4830329528325,134.81387819928386,HAM
22,172.75503863396676,171.44939384231526,HAM
23,155.85450333740317,154.22769371796582,HAM
24,233.47513589285796,233.95248399506218,BOT
