Minisector,VER,LEC,Fastest
0,268.81765170072384,266.7801472,VER
1,294.8557202996115,292.3336474867248,VER
2,311.6233009188991,304.77818631215683,VER
3,318.66112169025644,314.63031997142855,VER
4,324.0143612676923,320.2741319111111,VER
5,323.72265645,321.8352232285714,VER
6,204.42042483286207,198.0551135190476,VER
7,103.13087323667428,104.12548328187103,LEC
8,182.1011543642328,178.72832337737287,VER
9,257.9886363649732,255.02129641481483,VER
10,286.88028461414143,285.69047636825394,VER
11,160.3969177676055,159.60099855834602,VER
12,96.08736592198058,96.79018165990925,LEC
13,113.99616628118254,111.2693424198389,VER
14,219.45099060548563,213.46601363014491,VER
15,184.25539787973855,186.61615001858516,LEC
16,218.7516377880129,221.24338856969698,LEC
17,174.86301705003956,173.26861248351648,VER
18,228.67888099690234,235.54550861298702,LEC
19,274.4207338948776,272.8931621495238,VER
20,239.3307679847619,241.77863408521304,LEC
21,145.17240175317025,144.15884116925665,VER
22,98.13204428611672,95.1391043621483,VER
23,122.68240458822955,125.17864133883647,LEC
24,223.06943569661826,223.48246602448978,LEC
25,252.65,,VER
