Minisector,NOR,PIA,Fastest
0,314.3867853420606,293.6617989802215,NOR
1,210.58576669968255,214.0401143390891,PIA
2,224.99840095980466,228.02306866767955,PIA
3,281.4485073308119,272.03608177990606,NOR
4,233.00168905295237,244.8587182567493,PIA
5,125.15662691696895,130.72351193444513,PIA
6,212.7635672916787,214.0267647127321,PIA
7,262.86725662211177,260.17706691735015,NOR
8,241.60489376822997,252.97666059682538,PIA
9,233.1451763774359,239.778093900448,PIA
10,275.1272847004444,272.3948596491159,NOR
11,289.30492269435064,286.83855019863944,NOR
12,305.68527874493503,293.14536262492754,NOR
13,320.4990459463678,296.80160415021334,NOR
14,325.35845962828284,297.1524795478261,NOR
15,263.2474169587302,262.77827658708827,NOR
16,245.99069930707165,249.32803833963393,PIA
17,285.6178272581818,274.83503836767676,NOR
18,303.2691053258346,284.855777985253,NOR
19,158.44357745088433,170.12920204988816,PIA
20,206.96376901681023,213.68487578568786,PIA
21,179.62250190640324,198.41055834797464,PIA
22,145.045471456994,137.34698277827408,NOR
23,243.85026004962614,234.68392926489926,NOR
24,296.2587392697744,277.85288644730946,NOR
25,309.3048083692308,289.84000128,NOR
