Minisector,RUS,HAM,Fastest
0,245.93359699453092,249.13204475238095,HAM
1,118.18871239948567,127.2001710767478,HAM
2,192.99530775862482,199.48553116329023,HAM
3,241.93690309198877,245.33625429920266,HAM
4,250.9053277862789,256.5498643504762,HAM
5,172.18044330763416,166.80981689431675,RUS
6,144.2674745498961,140.50086693765007,RUS
7,190.30769117994987,179.4745014299589,RUS
8,104.71453373704391,100.85452717522352,RUS
9,72.61809732914325,70.61299828932532,RUS
10,93.97841539954301,97.43351029724055,HAM
11,184.09354438655672,190.30478309490232,HAM
12,242.64314480527474,244.1329640391111,HAM
13,265.58525708698414,267.4056795114192,HAM
14,270.66425428280274,270.22235729230766,RUS
15,111.08217096303567,103.60562748103362,RUS
16,153.8758686738772,155.77761710085608,HAM
17,178.26917611388475,173.39366762943723,RUS
18,200.78267292683472,195.5976475147242,RUS
19,197.41749493243697,195.26107348029265,RUS
20,128.6337792416117,132.80050372789168,HAM
21,108.70547960126984,98.97569471423101,RUS
22,96.7428147976734,101.463295346338,HAM
23,199.81420283284822,200.9996617983723,HAM
24,249.05273709714285,252.6696845117173,HAM
25,263.38780957567815,,RUS
