Minisector,VER,NOR,Fastest
0,248.96537203504053,249.316409389914,NOR
1,130.74571506904428,117.45444652007038,VER
2,263.313430202353,256.90037259080714,VER
3,300.2224474105381,298.1211435820408,VER
4,285.4122232444733,297.6338191356387,NOR
5,299.1978317858646,302.08203241342915,NOR
6,306.62573037831504,307.10568527667886,NOR
7,308.6568517536508,306.2550567843357,VER
8,191.18900468640695,191.97572040676852,NOR
9,193.88874493463888,192.5688556395723,VER
10,188.49817851473844,174.90871533429174,VER
11,179.55705752706788,168.65187975432968,VER
12,256.4982778097959,248.9934132303525,VER
13,274.93680380902737,272.8264659664571,VER
14,278.6458159080071,277.73988398965986,VER
15,269.05965913867993,257.0879008017336,VER
16,189.39745967001406,182.71663244105105,VER
17,196.09077087754525,180.8300743733063,VER
18,238.55612771581826,231.44948655806638,VER
19,286.300588215805,280.45897480728246,VER
20,307.5706632393143,302.3381629952,VER
21,313.6654779541201,309.70198497037035,VER
22,312.4621725873593,309.12799380881836,VER
23,247.87704715761117,216.6674452320753,VER
24,114.65024270579626,106.64095416193383,VER
25,225.343752,,VER
