Minisector,LEC,HAM,Fastest
0,281.55954074525573,274.4340562678475,LEC
1,304.2649679722449,305.1213667562152,HAM
2,318.54993704067226,325.63344918874077,HAM
3,325.4810732250245,341.7678891404603,HAM
4,329.5099064642177,346.5148550551805,HAM
5,331.97972222019047,347.81688984761905,HAM
6,205.01389865805922,220.8613509182098,HAM
7,112.22046266736865,107.39220446414247,LEC
8,198.35376583825993,191.03689673089886,LEC
9,269.60572373979795,263.14632692172336,LEC
10,297.7283657037331,296.0110639589952,LEC
11,166.77392348081634,157.81081680510894,LEC
12,95.5614184938839,98.28607948993177,HAM
13,123.2966715338453,115.16212782263074,LEC
14,227.65933945043477,218.39771155169083,LEC
15,195.53071519048524,189.76728840131724,LEC
16,238.59548634745826,220.55644700606064,LEC
17,188.33091246324804,178.86847012689392,LEC
18,243.2363191661376,236.4634616321195,LEC
19,283.3912366447972,276.6858614480672,LEC
20,252.93162691291863,232.47807823597594,LEC
21,153.35840824819624,143.23301999462186,LEC
22,98.43824939015622,100.33229137312323,HAM
23,128.22731761365057,125.15293495088022,LEC
24,231.97273812813853,225.7612405939394,LEC
25,,255.4720514671509,HAM
