Minisector,VER,NOR,Fastest
0,291.5482581220366,280.5898864724647,VER
1,314.87677596444445,299.5082559284472,VER
2,315.8849427393939,301.2745289524436,VER
3,187.49424217510239,179.86756830605927,VER
4,221.14195666772437,216.60611333643612,VER
5,211.6972399452058,205.276209401194,VER
6,178.12842927238097,180.15398631017544,NOR
7,206.5869924238832,201.36794816896713,VER
8,257.4549095821026,254.51118427980674,VER
9,270.2975783856003,268.06015335693087,VER
10,169.52043953797377,167.18604668156337,VER
11,234.93876503564485,236.80979446693877,NOR
12,125.67105923817931,114.2697886596969,VER
13,220.20778030980193,221.53494194917738,NOR
14,276.1218340774839,277.3593518412121,NOR
15,293.19500112118305,292.5151055704924,VER
16,212.03919818419755,210.40125124644496,VER
17,190.14199240055444,182.53200710919958,VER
18,267.27476448854594,265.23905716074074,VER
19,290.51712552571956,291.7589208767085,NOR
20,300.9118908011838,303.6783896786092,NOR
21,301.86437249009526,305.14607906086957,NOR
22,270.8582076453974,274.132128287205,NOR
23,118.13473645986744,114.57105810765432,VER
24,237.69804000592924,231.35695331141682,VER
25,,265.8071442285714,NOR
