Minisector,HAM,LEC,Fastest
0,269.16840511154084,268.9070454868853,HAM
1,290.9562406520301,289.16774414337664,HAM
2,293.48869756564795,296.3364753964912,LEC
3,123.34380866018894,125.85258229179027,LEC
4,189.78634536093088,190.71231797974608,LEC
5,252.13519425777775,248.21810988752955,HAM
6,137.49329485259184,131.10397446765307,HAM
7,204.26793955192747,197.86233197806635,HAM
8,257.6761849619753,254.52074208158496,HAM
9,281.8424574106164,279.36304233814894,HAM
10,232.3810936632847,232.09387098626567,HAM
11,174.72751534370724,172.88373255931228,HAM
12,189.90513385752942,183.02907399567474,HAM
13,140.51331720589346,149.16921121708768,LEC
14,174.42407827716673,172.01696086317875,HAM
15,158.76293083520045,155.44156523731806,HAM
16,215.20923107740262,213.99046828766583,HAM
17,228.21326722010855,236.096440485005,LEC
18,234.32625022803848,236.78012234276508,LEC
19,236.72241345890512,242.10630857055634,LEC
20,143.2049027427787,143.01852485076878,HAM
21,130.00048391462755,132.83134074596504,LEC
22,164.04450452622223,163.52570528938367,HAM
23,150.2350676625591,146.16463586606324,HAM
24,223.0889970438277,222.11933162993196,HAM
25,,252.85416533333333,LEC
