Minisector,VER,HAM,Fastest
0,304.4366204325926,300.08032960525435,VER
1,230.39292127189248,228.93905938285712,VER
2,130.12102893409525,130.15851961184296,HAM
3,208.8888770874123,219.78104625632653,HAM
4,262.05118551859647,261.8639719230139,VER
5,286.5388513276552,284.68804046911083,VER
6,299.66558875763735,296.0013616114286,VER
7,280.5951806577778,267.98731875780874,VER
8,171.76714071630522,171.60188140644732,VER
9,238.82368589784394,237.26270465105756,VER
10,271.09287949602697,271.76680144179204,HAM
11,268.4260522964974,235.07232077945164,VER
12,221.03211649477635,197.322830703809,VER
13,124.88433515597771,119.48363672126983,VER
14,126.57480787436354,124.55561317304546,VER
15,166.9280557203246,152.29990351286665,VER
16,124.14104517493735,129.29814745895305,HAM
17,229.03514652767674,227.58903208403808,VER
18,183.42696148986695,170.44588735430497,VER
19,162.68438064744586,157.6761918946573,VER
20,245.87357417760504,247.48522444652235,HAM
21,273.302208380382,271.88135151470317,VER
22,289.0044190574956,287.1085622247619,VER
23,296.77246746771243,295.49337195851854,VER
24,300.9350084454902,298.86024306666667,VER
