Minisector,VER,LEC,Fastest
0,282.42368812867727,290.3844357527841,LEC
1,150.97015674119984,144.64473335025906,VER
2,237.84364376046574,227.21093906532468,VER
3,285.4952571552778,285.8270212795601,LEC
4,312.7900996769766,323.9042345084807,LEC
5,308.60593585981,305.0512066411594,VER
6,155.26352233206154,149.02477932315966,VER
7,253.40155685921837,245.89711528463306,VER
8,114.56550924868436,108.33458087029786,VER
9,177.0062049506899,178.510299079625,LEC
10,275.74944835344695,278.97860224444446,LEC
11,301.5703499227429,301.48736281998936,VER
12,213.60561411290828,204.44467097791082,VER
13,171.38916929895873,175.01742516359297,LEC
14,281.84112308451347,282.6497271503848,LEC
15,314.09320415478675,312.6948468256992,VER
16,326.6801019616557,327.76952377720056,LEC
17,332.4710177462857,337.18636162590474,LEC
18,335.77268669123174,349.5140376,LEC
19,337.6128344493424,350.7738970352941,LEC
20,198.80794091209387,191.5992330677315,VER
21,182.24773223073396,184.001671745688,LEC
22,282.6551872490472,282.46709581385187,VER
23,311.96036176255654,314.1062356047696,LEC
24,322.01663890460156,324.3926438372063,LEC
