Minisector,LEC,RUS,Fastest
0,287.581810932321,289.0042733757087,RUS
1,305.21720411390345,308.55310455151084,RUS
2,305.6606829950938,309.3297828730435,RUS
3,201.8198385583473,202.6927814640645,RUS
4,234.0118638455944,236.75151752998306,RUS
5,223.39987038384928,225.33670823959696,RUS
6,205.06525097991704,207.01299336574695,RUS
7,227.08432976017957,229.9788643759674,RUS
8,265.04933074239773,265.9262593476126,RUS
9,277.2511915423084,277.6206169444444,RUS
10,176.61668690591407,172.12216494028283,LEC
11,237.40009560915985,237.2666155791682,LEC
12,121.06820534257054,112.80047987236011,LEC
13,221.31305989250663,222.02480862971143,RUS
14,278.03097547826087,279.36098105408706,RUS
15,293.924589202963,295.4406892922266,RUS
16,226.4788249579233,219.95966252687478,LEC
17,185.17509748395793,180.4890593969424,LEC
18,266.54880331409595,267.19456080910055,RUS
19,292.5762795323077,294.36287516799996,RUS
20,304.43842784242423,306.99716957745926,RUS
21,306.2201885622575,307.75883757473684,RUS
22,272.28572413856983,283.70561065931827,RUS
23,120.47256576771365,119.19019489175095,LEC
24,247.84176429154834,243.15777882502405,LEC
25,,277.0,RUS
