Minisector,VER,NOR,Fastest
0,305.2850835274831,296.84434027015874,VER
1,224.7716724573776,233.91417733685043,NOR
2,135.28797555758075,124.40211224352458,VER
3,232.73637017459401,241.38757759509429,NOR
4,194.58525040166586,193.28775289875225,VER
5,247.84025404043638,249.74447131524695,NOR
6,231.36118123757208,237.24884759677957,NOR
7,260.78638605401835,259.82324301781836,VER
8,293.0855671749573,284.66368670319594,VER
9,197.96337920513375,209.98601665157116,NOR
10,206.41163576609904,206.9514306931055,NOR
11,276.53685206098254,271.2561129992958,VER
12,216.86214083404522,218.94741114785185,NOR
13,253.67854887567864,251.40023381424984,VER
14,293.82432699791514,290.4989951471786,VER
15,308.732875008,305.20745046867177,VER
16,315.09602771630176,303.6407111629123,VER
17,214.76328118371052,214.05916905619097,VER
18,266.42011239203833,263.2587599814966,VER
19,297.92242213040294,292.66624426414523,VER
20,306.46258781192984,306.0792496079503,VER
21,309.06454545454545,300.12513450742887,VER
22,152.74047186964836,157.85011059222575,NOR
23,232.98391055915218,232.943049697998,VER
24,285.51589535887126,282.71918201793534,VER
25,292.77000000000004,293.7492163512544,NOR
