Minisector,SAI,OCO,Fastest
0,287.68332745295237,281.9406488462027,SAI
1,164.10221203665273,155.82115407366229,SAI
2,176.99879565575594,169.87604407330883,SAI
3,253.50535279490413,243.7377268679241,SAI
4,281.8154985606096,274.32749979592285,SAI
5,247.25888754867722,229.77588132166107,SAI
6,227.01457553782404,213.96805929517396,SAI
7,155.84563878098334,152.02315308072215,SAI
8,233.47304221787886,233.2768296348385,SAI
9,280.50859950217824,281.5129291617015,OCO
10,297.5777231494737,298.7452707358214,OCO
11,305.4610937066667,308.3795486622579,OCO
12,309.8759905311943,309.89792861942857,OCO
13,308.08779382974797,298.9486258013816,SAI
14,132.01654120345805,123.18128730949154,SAI
15,119.58534089762853,110.89788136741261,SAI
16,97.6234500858492,101.08933025579337,OCO
17,234.38973711445888,235.97384736240818,OCO
18,284.83169377121897,285.01252627205696,OCO
19,302.7515185802554,304.0365547621739,OCO
20,312.1134137236424,315.618202105679,OCO
21,316.15473258382156,313.8283204666667,SAI
22,116.89056903823256,120.46843119484018,OCO
23,201.53788571146384,208.07557085453234,OCO
24,265.19743611791796,265.21219808783394,OCO
25,281.4,,SAI
