Minisector,RUS,ALO,Fastest
0,269.3410740093871,264.0330026903704,RUS
1,284.88514695314285,282.5936861405195,RUS
2,283.33203643789034,289.013902846675,ALO
3,127.10073108098764,134.15025109152594,ALO
4,197.9188673344298,194.4180983287664,RUS
5,254.76440704830338,253.65201202008436,RUS
6,147.57867411214437,139.82111312748003,RUS
7,213.18614015717463,207.07554974603173,RUS
8,258.745935152422,257.0956246156211,RUS
9,279.05015273600003,277.8806712,RUS
10,245.87460421869486,240.91155754510552,RUS
11,187.2373473266506,185.7823521141121,RUS
12,199.90607881273414,193.7440736386571,RUS
13,145.56553969546897,139.21046195399464,RUS
14,179.49374815543385,180.43813606672182,ALO
15,167.22328997555556,166.0885380563581,RUS
16,220.63598154295886,220.98137573457984,ALO
17,239.24206813674186,239.58255135733333,ALO
18,245.6545987491996,247.09705293968253,ALO
19,236.24344257616164,222.00040302382666,RUS
20,149.2051734924843,147.9657965878864,RUS
21,136.96208900466854,136.20284751809277,RUS
22,167.74693317333333,173.05112589280185,ALO
23,160.3357543872511,152.16108232005237,RUS
24,235.01628260266665,232.63877384150504,RUS
25,258.5833333333333,,RUS
