Minisector,HAM,GAS,Fastest
0,291.13088402341856,293.8297287900629,GAS
1,301.0930643279503,302.70198415238093,GAS
2,275.3403730804799,275.66303492931155,GAS
3,116.39511041312467,111.27610346762364,HAM
4,228.1167091115613,230.47921064973545,GAS
5,272.09077165936293,275.1014794169445,GAS
6,219.39770962380953,198.77450440219457,HAM
7,175.17917701278245,170.60463296384447,HAM
8,209.23914104242425,207.29567060833332,HAM
9,217.9268068580979,220.38108571033348,GAS
10,120.24437897207484,114.37556147636938,HAM
11,229.80277735111113,228.00412324235748,HAM
12,121.90216956276115,117.71083835095037,HAM
13,229.66353073529797,232.5656112278335,GAS
14,274.125166976,276.23166656,GAS
15,218.2051564263677,207.80829608839946,HAM
16,210.9211508,204.90787298584644,HAM
17,253.81244881783243,250.45646469787596,HAM
18,207.08610922020202,190.206267159111,HAM
19,199.2680731706898,193.82792988898294,HAM
20,267.49573883733336,269.52020898591456,GAS
21,287.1385868985507,290.72295821228516,GAS
22,172.98317359942627,159.3380046345132,HAM
23,222.18158006121834,224.65372976761904,GAS
24,274.7913414843197,276.6278357959868,GAS
25,285.72636810217574,,HAM
