Minisector,NOR,PIA,Fastest
0,248.53229158445055,246.80929661887447,NOR
1,284.5552550257143,283.29665811266955,NOR
2,182.14633417646465,178.7978626030001,NOR
3,153.30806610445183,148.41656446677385,NOR
4,261.097549408,255.5375054326702,NOR
5,274.52409983546636,272.456993618882,NOR
6,237.77992570675886,241.0109638052966,PIA
7,209.18111114697538,209.08538283783136,NOR
8,156.20901645022997,168.73799439284502,PIA
9,223.114830671746,217.18688930412262,NOR
10,276.50531891022223,271.4584518191746,NOR
11,131.56129717231647,130.04702827567402,NOR
12,210.6258882113805,208.0811969439242,NOR
13,275.89795634511495,273.751235001068,NOR
14,296.6498837135238,297.15922988910825,PIA
15,306.7480891853447,308.0483744692953,PIA
16,255.75828456445598,242.5206871445177,NOR
17,127.80233988392048,129.7155383202082,PIA
18,127.58832260250706,131.29924511292452,PIA
19,122.51009147367253,123.67533284317369,PIA
20,226.21388374432212,226.09998858940412,NOR
21,261.6433610091629,260.6165861685259,NOR
22,247.49850055864073,239.7230482288889,NOR
23,224.64217208724273,220.5856000203285,NOR
24,137.34391198437115,139.24373268500642,PIA
25,217.0,216.5499989333333,NOR
