Minisector,HAM,VER,Fastest
0,270.8182254730159,270.28655258181817,HAM
1,292.7723584059321,291.9850872701754,HAM
2,301.8255024453637,297.4375002980392,HAM
3,134.6069783126121,131.48713629437228,HAM
4,197.41291843280325,188.78371726922825,HAM
5,255.58313508571428,254.9093253079365,HAM
6,148.48861282529282,145.58678099227836,HAM
7,210.33792775923808,198.20661188853614,HAM
8,260.36854956658766,257.7425929940522,HAM
9,279.21204590018556,282.15526321403513,VER
10,239.50102949869074,237.4266055089027,HAM
11,191.4472761391232,181.42094857235605,HAM
12,190.02778433265973,185.2276301751363,HAM
13,152.17819967219327,150.02718815115756,HAM
14,183.88207820125902,175.50487100532428,HAM
15,169.20914475924343,162.94770896623376,HAM
16,217.91182566893292,216.65848094389912,HAM
17,236.1103123382246,229.87916772173915,HAM
18,240.14561855303782,233.7771630746837,HAM
19,252.3624993015873,246.18634107661345,HAM
20,147.79175449851698,144.15193235770167,HAM
21,141.41706228268018,137.00014462793908,HAM
22,172.88393441254547,167.3387809672966,HAM
23,157.4768307434736,148.65601876730753,HAM
24,230.0600529183158,226.64723135429776,HAM
