Minisector,ALO,OCO,Fastest
0,301.8591077687646,320.6057869748148,OCO
1,219.57569845040737,193.33850298469136,ALO
2,142.63908545370438,147.12018602411896,OCO
3,221.50927533522335,215.0227404335601,ALO
4,164.7595637913364,157.93925144343336,ALO
5,182.4917316864539,189.34161534728023,OCO
6,253.37691611733334,255.18247536187175,OCO
7,276.9852796546482,279.8146822506205,OCO
8,285.3065295706278,286.13959568941175,OCO
9,260.67278842412696,263.20615772070175,OCO
10,241.3313495202497,251.8647682465185,OCO
11,239.88527460077228,229.78164674165413,ALO
12,214.881010778355,194.1062496234078,ALO
13,131.27767501205562,126.73967521258434,ALO
14,144.18444804196432,132.30542892402116,ALO
15,178.50301034736728,192.6907704115023,OCO
16,250.34560841467263,262.0489841082707,OCO
17,243.51480767157287,235.9575435587417,ALO
18,113.68006093410843,111.06600339644609,ALO
19,200.8170604825397,206.82279628570288,OCO
20,202.42325139483663,194.23003453333334,ALO
21,235.03706766875283,241.10427284367753,OCO
22,264.2243291286349,280.3814496914286,OCO
23,282.4294269636364,300.0552835200355,OCO
24,294.8403343898413,315.86302320798035,OCO
