Minisector,SAI,LEC,Fastest
0,276.8835928085154,281.55954074525573,LEC
1,302.6746430737415,304.2649679722449,LEC
2,317.0697930890815,318.54993704067226,LEC
3,324.2004481621703,325.4810732250245,LEC
4,328.8191270095238,329.5099064642177,LEC
5,328.080254436727,331.97972222019047,LEC
6,209.2008476943238,205.01389865805922,SAI
7,109.37309619887374,112.22046266736865,LEC
8,187.56453380902693,198.35376583825993,LEC
9,263.7983419643808,268.66675553197865,LEC
10,292.0476932711046,296.5932647744402,LEC
11,164.37306178382875,174.73820919510203,LEC
12,94.51707364392291,94.9528056353473,LEC
13,119.2215682414035,122.91308292549915,LEC
14,220.32746485576249,229.0534001309091,LEC
15,187.14766774498813,195.59416255089894,LEC
16,229.6274994521212,238.59548634745826,LEC
17,177.84506827621587,187.26414896177798,LEC
18,242.99488953763537,241.75019710476192,SAI
19,280.5818777848485,282.8260152709617,LEC
20,245.73921226597403,265.6399817858586,LEC
21,146.87329377246996,154.8350575913619,LEC
22,98.4550483243985,97.66552211742895,SAI
23,126.06238530649519,128.95090362409243,LEC
24,233.00310189357026,230.55120192471657,SAI
25,,261.8249984,LEC
