Minisector,VER,HAM,Fastest
0,290.64675744862257,289.0516921924515,VER
1,302.808650637545,289.7939480177778,VER
2,173.04166064105178,160.1207960850315,VER
3,226.73301203023865,219.25313897243637,VER
4,274.4180318044444,271.22142415407404,VER
5,294.71337198271635,292.53022504296297,VER
6,302.82284249026424,301.0016667022222,VER
7,178.4929276186549,165.02910019226593,VER
8,131.65293427254082,124.43526042209277,VER
9,250.40963001000569,247.06765478868078,VER
10,285.28458457405276,282.2963250998946,VER
11,301.13291637333333,290.86208051248195,VER
12,156.73708563013065,150.0551438712424,VER
13,186.964309184,182.00558771812237,VER
14,259.64633319718,252.4038526703896,VER
15,219.8563777357576,207.81387722666665,VER
16,226.3833660596664,208.1361029549147,VER
17,224.5973910707224,210.85239222008286,VER
18,250.53266293348725,241.18152058912364,VER
19,279.61505486365184,276.81078085925924,VER
20,298.64167293275614,294.6252740912554,VER
21,272.6558337323809,264.14735956207886,VER
22,231.1909217235921,222.76657740606962,VER
23,209.14071087688453,200.44313551838385,VER
24,265.0066284923906,261.14757603301746,VER
25,280.3090909090909,279.34285714285716,VER
