Minisector,HAM,LEC,Fastest
0,305.3469864285714,293.97300151466675,HAM
1,325.5007713476768,304.5235118899471,HAM
2,330.83184518095237,309.29059748289245,HAM
3,322.08535932054656,308.8810382747942,HAM
4,165.90850738410884,167.06415892978822,LEC
5,207.29170627968026,207.42512944963818,LEC
6,229.28434560987017,234.2601463709091,LEC
7,266.1193833003361,267.2745168002457,LEC
8,245.11493446133332,241.7249480493582,HAM
9,156.17087198154704,156.4638931921181,LEC
10,215.9798985346032,223.506949543416,LEC
11,130.7016206483068,128.02585427345625,HAM
12,232.39343860242946,227.4945454523356,HAM
13,176.80877479405262,183.78119974748344,LEC
14,216.40203248825665,208.540223547046,HAM
15,237.59158530224443,240.22205146473613,LEC
16,269.2575081916266,264.07374550181817,HAM
17,293.13770768625244,289.42433022380953,HAM
18,148.2687459206403,150.3172752415154,LEC
19,161.88792179637815,162.48849662752207,LEC
20,132.3271029747298,139.58258813767114,LEC
21,224.53596818493506,226.78482815306424,LEC
22,257.72236451245294,263.0767046206784,LEC
23,244.23154254560464,247.44620536034634,LEC
24,272.0733163138322,274.87380866528065,LEC
25,288.87000064,,HAM
