Minisector,RUS,HAM,Fastest
0,287.8369932214665,289.0516921924515,HAM
1,293.1511597339194,289.7939480177778,RUS
2,163.48729003803987,160.1207960850315,RUS
3,221.70419113771732,219.25313897243637,RUS
4,268.5893458680112,271.22142415407404,HAM
5,289.00896892026145,292.53022504296297,HAM
6,298.04765453605444,301.0016667022222,HAM
7,163.10405229714286,165.02910019226593,HAM
8,126.29149908396222,126.94295619014433,HAM
9,246.2071954225037,248.93313297297334,HAM
10,280.61389742406857,282.9487032311512,HAM
11,292.7569993386667,290.73726086664743,RUS
12,141.04757496593845,149.44727534148566,HAM
13,188.71361365679653,184.34618384499726,RUS
14,252.76577093437294,252.4038526703896,RUS
15,205.2280218744179,206.70119401086419,HAM
16,208.98189903417492,210.76256387959,HAM
17,209.29313426136062,209.72961137813857,HAM
18,236.65314926724085,242.10949799655305,HAM
19,272.8876611511449,277.65112085333334,HAM
20,291.3992158512045,294.6252740912554,HAM
21,262.3317130195128,264.14735956207886,HAM
22,221.77256877005962,220.8102797357661,RUS
23,206.60795610389613,202.91089137292929,RUS
24,261.40893550667147,262.5132421055479,HAM
25,,279.34285714285716,HAM
