Minisector,HAM,SAI,Fastest
0,277.55661612133923,277.210995002963,HAM
1,300.0185710322909,301.2312342095238,SAI
2,291.47793478647344,302.1008333866667,SAI
3,168.23876062578495,174.2084871397666,SAI
4,117.34963261845421,114.99169761111384,HAM
5,236.4184976762407,236.8621804245754,SAI
6,292.0561565187846,285.79232054943407,HAM
7,311.91975238095233,304.16328145888195,HAM
8,174.5243401996212,177.32476803621634,SAI
9,139.96828747478867,134.77013859662858,HAM
10,249.22853471650794,246.23387252443501,HAM
11,290.4120787781361,289.5805947244396,HAM
12,306.9681001220767,304.111989664,HAM
13,280.52593003311966,284.80156834915834,SAI
14,298.5281003804124,295.20158726603177,HAM
15,304.07807560126986,296.43645562559936,HAM
16,249.81699094305867,259.53232499479697,SAI
17,224.01121587724057,216.5909706650744,HAM
18,281.68533997821305,272.91110679674256,HAM
19,313.0936248430487,300.40724769583625,HAM
20,321.60463133658584,310.56377341234565,HAM
21,222.1014719161245,230.26844476838534,SAI
22,252.0565162094768,253.6101631586183,SAI
23,139.31712521628504,135.21315476134077,HAM
24,203.49772279318904,189.9971908995633,HAM
25,251.0,253.40659733333334,SAI
