Minisector,HAM,PER,Fastest
0,300.9833785154457,310.036088095577,PER
1,234.64661655931758,224.3753319290508,HAM
2,144.47278019937434,136.59143792087073,HAM
3,223.16280782271892,220.08861939538127,HAM
4,265.98172298001623,263.8904336620457,HAM
5,291.0636072296228,289.39579839278605,HAM
6,305.6183913155296,304.9785932388598,HAM
7,285.5165503717188,267.96392730671516,HAM
8,182.1755850258952,172.20407566527717,HAM
9,244.21029306591578,242.86073678807534,HAM
10,274.2241464520154,273.8802471590505,HAM
11,264.20799794473555,259.0293553125792,HAM
12,213.39959655175798,204.94960732997265,HAM
13,132.69252359693888,125.2170618125018,HAM
14,130.6353447070586,126.6086767644553,HAM
15,170.56339281382964,164.24418902351937,HAM
16,129.86125980904532,130.49113560774907,PER
17,236.53656856727176,231.03836202374328,HAM
18,190.24625947251775,175.42498143679688,HAM
19,169.8980569492629,172.43215197887054,PER
20,248.43048434246458,249.42015455479427,PER
21,276.2262706171213,275.9436930876389,HAM
22,292.69839491383385,292.1398803202233,HAM
23,302.51054420965903,304.86259418976556,PER
24,308.32675653816284,310.01702378598713,PER
