Minisector,VER,NOR,Fastest
0,246.1274349536471,249.36069129225442,NOR
1,283.1582261100144,284.1860209253333,NOR
2,182.5926925458093,158.75548451663593,VER
3,154.49304275008066,170.0749862029426,NOR
4,258.84620313870374,257.49087904447066,VER
5,265.087040115942,264.8702137912727,VER
6,230.34828684028642,234.42771173643635,NOR
7,210.08045096688363,207.5551718727104,VER
8,161.90825404606062,163.213173869325,NOR
9,212.54781054238626,221.05940045113255,NOR
10,268.9151384066667,272.17483367915895,NOR
11,125.34384569976264,130.47539843823537,NOR
12,215.19561850040247,216.93100083065661,NOR
13,274.83219995196333,275.87538988549846,NOR
14,296.7111491492668,299.30158254431376,NOR
15,307.2406397908433,308.61315789473684,NOR
16,245.0366996687482,233.21791708104473,VER
17,133.27931915655472,130.65528555730006,VER
18,132.48685953860726,132.7322719995471,NOR
19,122.17765253862062,122.93073309777284,NOR
20,225.8146022870963,222.61674969747318,VER
21,261.01240610628724,248.4787757484737,VER
22,242.8589721249133,243.7871175238095,NOR
23,227.6909186507562,219.06513499963245,VER
24,140.63886228485993,136.1962158923652,VER
25,216.47169747525732,,VER
