Minisector,NOR,STR,Fastest
0,253.10451822248342,248.2702349975593,NOR
1,218.06458803960365,212.36183687958976,NOR
2,212.8159034983492,209.89807395685784,NOR
3,263.1110624171683,258.10324865811714,NOR
4,276.4769380849879,271.6930417941043,NOR
5,291.99848800530845,288.3967467344855,NOR
6,160.45885959208275,170.52284074110335,STR
7,183.39565520354748,167.2583709951626,NOR
8,269.8288757814133,268.6583037038326,NOR
9,296.846020779861,305.10421008504204,STR
10,307.363416349052,323.11666900312986,STR
11,303.6007544084474,322.49054751285405,STR
12,108.78070653383969,113.66860345118683,STR
13,187.29732370265566,188.11551812254672,STR
14,268.953814552449,276.61255278802065,STR
15,295.718076585996,313.22197249859846,STR
16,295.7243716305577,316.5164842954166,STR
17,194.00916009466417,187.85898021827617,NOR
18,221.3817182521549,219.82415101644278,NOR
19,273.08092109545146,262.54537461093656,NOR
20,150.35220498071118,147.75494340117888,NOR
21,147.3714603949671,141.10261578802968,NOR
22,224.24314395249814,212.96944392095978,NOR
23,233.9646610437741,235.0416841793829,STR
24,161.2627747628191,154.66298884747377,NOR
25,,223.68750346666667,STR
